exercise_id,name,aliases,canonical_family,exercise_class,metric_recipe,primary_modality,equipment,body_position,movement_pattern,force_type,laterality,uses_bodyweight,load_type,main_muscle_groups,secondary_muscle_groups,joints_emphasized,skill_tags,context_tags,is_hold,is_cardio,supports_live_tracking,default_summary_format,search_text,notes
single-arm-cable-press,Single-Arm Cable Press,one arm cable press,bench-press,cable-load,left_load+right_load+reps+rpe,mixed,cable-machine|d-handle,standing|split-stance,horizontal-push|anti-rotation,dynamic,unilateral,false,cable-stack,pecs|triceps|front delts,serratus|obliques,shoulder|elbow|wrist|spine,anti-rotation|unilateral,gym|cable-station,false,false,true,left_right_load_reps_rpe,single-arm cable press one arm cable press bench-press cable-machine d-handle pecs triceps front delts serratus obliques shoulder elbow wrist spine anti-rotation unilateral gym cable-station,
single-arm-cable-row,Single-Arm Cable Row,one arm cable row,row,cable-load,left_load+right_load+reps+rpe,hypertrophy,cable-machine|d-handle,standing|seated,horizontal-pull,dynamic,unilateral,false,cable-stack,lats|mid back,rear delts|biceps|obliques,shoulder|elbow|scapula|spine,unilateral|constant-tension,gym|cable-station,false,false,true,left_right_load_reps_rpe,single-arm cable row one arm cable row row cable-machine d-handle lats mid back rear delts biceps obliques shoulder elbow scapula spine unilateral constant-tension gym cable-station,
cable-rear-delt-fly,Cable Rear Delt Fly,single arm cable reverse fly|cable rear delt raise,rear-delt-fly,cable-load,left_load+right_load+reps+rpe,hypertrophy,cable-machine|d-handle,standing,horizontal-pull|shoulder-horizontal-abduction,dynamic,unilateral,false,cable-stack,rear delts,mid back|rhomboids|lower traps,shoulder|scapula|elbow,rear-delt-focus|constant-tension,gym|cable-station,false,false,true,left_right_load_reps_rpe,cable rear delt fly single arm cable reverse fly cable rear delt raise rear-delt-fly cable-machine d-handle rear delts mid back rhomboids lower traps shoulder scapula elbow rear-delt-focus constant-tension gym cable-station,
cable-curl,Cable Curl,straight bar cable curl,curl,cable-load,load+reps+rpe,hypertrophy,cable-machine|straight-bar,standing,elbow-flexion,dynamic,bilateral,false,cable-stack,biceps,brachialis|forearms,elbow|wrist,constant-tension,gym|cable-station,false,false,true,load_x_reps_rpe,cable curl straight bar cable curl curl cable-machine straight-bar biceps brachialis forearms elbow wrist constant-tension gym cable-station,
rope-hammer-curl,Rope Hammer Curl,cable hammer curl,curl,cable-load,load+reps+rpe,hypertrophy,cable-machine|rope-handle,standing,elbow-flexion,dynamic,bilateral,false,cable-stack,brachialis|brachioradialis,biceps|forearms,elbow|wrist,constant-tension|forearm-focus,gym|cable-station,false,false,true,load_x_reps_rpe,rope hammer curl cable hammer curl curl cable-machine rope-handle brachialis brachioradialis biceps forearms elbow wrist constant-tension forearm-focus gym cable-station,
triceps-pushdown,Cable Triceps Pushdown,rope pushdown|cable pressdown,triceps-extension,cable-load,load+reps+rpe,hypertrophy,cable-machine|rope-handle,standing,elbow-extension,dynamic,bilateral,false,cable-stack,triceps,anconeus,elbow|shoulder|wrist,constant-tension,gym|cable-station,false,false,true,load_x_reps_rpe,cable triceps pushdown rope pushdown cable pressdown triceps-extension cable-machine rope-handle triceps anconeus elbow shoulder wrist constant-tension gym cable-station,
cable-crunch,Cable Crunch,kneeling cable crunch,core-flexion,cable-load,load+reps+rpe,hypertrophy,cable-machine|rope-handle,kneeling,core-flexion,dynamic,bilateral,false,cable-stack,rectus abdominis,obliques|hip flexors,spine|hip,core,gym|cable-station,false,false,true,load_x_reps_rpe,cable crunch kneeling cable crunch core-flexion cable-machine rope-handle rectus abdominis obliques hip flexors spine hip core gym cable-station,
cable-hip-abduction,Cable Hip Abduction,standing cable hip abduction,hip-abduction,cable-load,left_load+right_load+reps+rpe,rehab,cable-machine|ankle-cuff,standing,hip-abduction,dynamic,unilateral,false,cable-stack,glute med|glute min,tensor fasciae latae,hip|ankle,rehab|glute-med,gym|cable-station|rehab-friendly,false,false,true,left_right_load_reps_rpe,cable hip abduction standing cable hip abduction hip-abduction cable-machine ankle-cuff glute med glute min tensor fasciae latae hip ankle rehab glute-med gym cable-station rehab-friendly,
cable-external-rotation,Cable External Rotation,shoulder cable external rotation,external-rotation,cable-load,left_load+right_load+reps+rpe,rehab,cable-machine|d-handle,standing,external-rotation,dynamic,unilateral,false,cable-stack,rotator cuff|infraspinatus|teres minor,rear delts|lower traps,shoulder|scapula|elbow,rehab|rotator-cuff|scapular-control,gym|cable-station|rehab-friendly|warmup-friendly,false,false,true,left_right_load_reps_rpe,cable external rotation shoulder cable external rotation external-rotation cable-machine d-handle rotator cuff infraspinatus teres minor rear delts lower traps shoulder scapula elbow rehab rotator-cuff scapular-control gym cable-station rehab-friendly warmup-friendly,
belt-squat,Belt Squat,machine belt squat,squat,machine-load,load+reps+rpe,strength,belt-squat-machine,machine-standing,squat,dynamic,bilateral,false,machine-stack,quads|glute max|adductors,hamstrings|abs,hip|knee|ankle,joint-friendly|machine-guided,gym|machine-area,false,false,true,load_x_reps_rpe,belt squat machine belt squat squat belt-squat-machine quads glute max adductors hamstrings abs hip knee ankle joint-friendly machine-guided gym machine-area,
shoulder-press-machine,Shoulder Press Machine,machine overhead press,overhead-press,machine-load,load+reps+rpe,hypertrophy,shoulder-press-machine,machine-seated,vertical-push,dynamic,bilateral,false,machine-stack,front delts|triceps,lateral delts|upper chest,shoulder|elbow|wrist,machine-guided|overhead,gym|machine-area,false,false,true,load_x_reps_rpe,shoulder press machine machine overhead press overhead-press shoulder-press-machine front delts triceps lateral delts upper chest shoulder elbow wrist machine-guided overhead gym machine-area,
seated-row-machine,Seated Row Machine,plate loaded row machine|machine row,row,machine-load,load+reps+rpe,hypertrophy,seated-row-machine,machine-seated,horizontal-pull,dynamic,bilateral,false,machine-stack,lats|mid back,rear delts|biceps|forearms,shoulder|elbow|scapula,machine-guided,gym|machine-area,false,false,true,load_x_reps_rpe,seated row machine plate loaded row machine machine row row seated-row-machine lats mid back rear delts biceps forearms shoulder elbow scapula machine-guided gym machine-area,
machine-pullover,Machine Pullover,nautilus pullover|selectorized pullover,pullover,machine-load,load+reps+rpe,hypertrophy,pullover-machine,machine-seated,shoulder-extension,dynamic,bilateral,false,machine-stack,lats|teres major,serratus|triceps long head,shoulder|scapula|elbow,lat-isolation,gym|machine-area,false,false,true,load_x_reps_rpe,machine pullover nautilus pullover selectorized pullover pullover pullover-machine lats teres major serratus triceps long head shoulder scapula elbow lat-isolation gym machine-area,
reverse-hyperextension,Reverse Hyperextension,reverse hyper,back-extension,machine-load,load+reps+rpe,rehab,reverse-hyper-machine,supported|lying-prone,hip-extension|core-extension,dynamic,bilateral,false,machine-stack,glute max|spinal erectors,hamstrings,hip|spine,posterior-chain|rehab,gym|machine-area|rehab-friendly,false,false,true,load_x_reps_rpe,reverse hyperextension reverse hyper back-extension reverse-hyper-machine glute max spinal erectors hamstrings hip spine posterior-chain rehab gym machine-area rehab-friendly,
ab-crunch-machine,Abdominal Crunch Machine,machine crunch|ab machine,core-flexion,machine-load,load+reps+rpe,hypertrophy,ab-crunch-machine,machine-seated,core-flexion,dynamic,bilateral,false,machine-stack,rectus abdominis,obliques|hip flexors,spine|hip,ab-isolation,gym|machine-area,false,false,true,load_x_reps_rpe,abdominal crunch machine machine crunch ab machine core-flexion ab-crunch-machine rectus abdominis obliques hip flexors spine hip ab-isolation gym machine-area,
kneeling-push-up,Kneeling Push-Up,knee push-up|knee pushup,push-up,bodyweight-reps,reps+rpe,calisthenics,floor,kneeling,horizontal-push,dynamic,bilateral,true,bodyweight,pecs|triceps|front delts,serratus|abs,shoulder|elbow|wrist|spine,beginner|regression,home|gym|warmup-friendly,false,false,true,reps_rpe,kneeling push-up knee push-up knee pushup push-up floor pecs triceps front delts serratus abs shoulder elbow wrist spine beginner regression home gym warmup-friendly,
incline-push-up,Incline Push-Up,elevated push-up|bench push-up,push-up,bodyweight-reps,reps+rpe,calisthenics,bench|box,supported,horizontal-push,dynamic,bilateral,true,bodyweight,pecs|triceps|front delts,serratus|abs,shoulder|elbow|wrist|spine,beginner|regression,home|gym|warmup-friendly,false,false,true,reps_rpe,incline push-up elevated push-up bench push-up push-up bench box pecs triceps front delts serratus abs shoulder elbow wrist spine beginner regression home gym warmup-friendly,
decline-push-up,Decline Push-Up,feet elevated push-up,push-up,bodyweight-reps,reps+rpe,calisthenics,bench|box,supported,horizontal-push,dynamic,bilateral,true,bodyweight,upper chest|front delts|triceps,serratus|abs,shoulder|elbow|wrist|spine,advanced,home|gym,false,false,true,reps_rpe,decline push-up feet elevated push-up push-up bench box upper chest front delts triceps serratus abs shoulder elbow wrist spine advanced home gym,
diamond-push-up,Diamond Push-Up,close grip push-up|triangle push-up,push-up,bodyweight-reps,reps+rpe,calisthenics,floor,plank,horizontal-push|elbow-extension,dynamic,bilateral,true,bodyweight,triceps|pecs,front delts|serratus,shoulder|elbow|wrist,triceps-focus,home|gym,false,false,true,reps_rpe,diamond push-up close grip push-up triangle push-up push-up floor triceps pecs front delts serratus shoulder elbow wrist triceps-focus home gym,
scapular-push-up,Scapular Push-Up,push-up plus|scap push-up,scapular-push-up,bodyweight-reps,reps+rpe,rehab,floor,plank,scapular-control|horizontal-push,dynamic,bilateral,true,bodyweight,serratus,pecs|triceps|abs,scapula|shoulder|wrist,scapular-control|rehab,home|gym|rehab-friendly|warmup-friendly,false,false,true,reps_rpe,scapular push-up push-up plus scap push-up scapular-push-up floor serratus pecs triceps abs scapula shoulder wrist scapular-control rehab home gym rehab-friendly warmup-friendly,
kipping-pull-up,Kipping Pull-Up,crossfit pull-up,pull-up,bodyweight-reps,reps+rpe,skill,pull-up-bar,hanging,vertical-pull,dynamic,bilateral,true,bodyweight,lats|biceps|abs,hip flexors|forearms|shoulders,shoulder|elbow|scapula|hip,crossfit|advanced|kip,gym|crossfit-box,false,false,true,reps_rpe,kipping pull-up crossfit pull-up pull-up pull-up-bar lats biceps abs hip flexors forearms shoulders shoulder elbow scapula hip crossfit advanced kip gym crossfit-box,
split-squat,Split Squat,bodyweight split squat,split-squat,bodyweight-reps,left_reps+right_reps+rpe,calisthenics,none,standing|split-stance,squat,dynamic,unilateral,true,bodyweight,quads|glute max,hamstrings|adductors|abs,hip|knee|ankle,unilateral,home|gym,false,false,true,left_right_reps_rpe,split squat bodyweight split squat split-squat none quads glute max hamstrings adductors abs hip knee ankle unilateral home gym,
cossack-squat,Cossack Squat,side squat,squat,bodyweight-reps,left_reps+right_reps+rpe,mobility,none,standing,squat|frontal-plane,dynamic,unilateral,true,bodyweight,adductors|glute max|quads,hamstrings|glute med|abs,hip|knee|ankle,mobility|unilateral,home|gym|warmup-friendly,false,false,true,left_right_reps_rpe,cossack squat side squat squat none adductors glute max quads hamstrings glute med abs hip knee ankle mobility unilateral home gym warmup-friendly,
single-leg-calf-raise,Single-Leg Calf Raise,one leg calf raise,calf-raise,bodyweight-reps,left_reps+right_reps+rpe,calisthenics,step|none,standing,calf,dynamic,unilateral,true,bodyweight,gastrocnemius|soleus,glute med|tibialis posterior,ankle|hip,unilateral|balance,home|gym,false,false,true,left_right_reps_rpe,single-leg calf raise one leg calf raise calf-raise step none gastrocnemius soleus glute med tibialis posterior ankle hip unilateral balance home gym,
back-extension,Back Extension,hyperextension|roman chair extension,back-extension,bodyweight-reps,reps+rpe,hypertrophy,roman-chair|hyperextension-bench,supported,hip-extension|core-extension,dynamic,bilateral,true,bodyweight,spinal erectors|glute max,hamstrings,spine|hip,posterior-chain,gym|home,false,false,true,reps_rpe,back extension hyperextension roman chair extension back-extension roman-chair hyperextension-bench spinal erectors glute max hamstrings spine hip posterior-chain gym home,
ghd-sit-up,GHD Sit-Up,glute ham sit-up,sit-up,bodyweight-reps,reps+rpe,calisthenics,ghd,supported,core-flexion,dynamic,bilateral,true,bodyweight,rectus abdominis|hip flexors,obliques,spine|hip,advanced|crossfit,gym|crossfit-box,false,false,true,reps_rpe,ghd sit-up glute ham sit-up sit-up ghd rectus abdominis hip flexors obliques spine hip advanced crossfit gym crossfit-box,
sit-up,Sit-Up,abmat sit-up|bodyweight sit-up,sit-up,bodyweight-reps,reps+rpe,calisthenics,floor|abmat,lying-supine,core-flexion,dynamic,bilateral,true,bodyweight,rectus abdominis|hip flexors,obliques,spine|hip,beginner,home|gym|warmup-friendly,false,false,true,reps_rpe,sit-up abmat sit-up bodyweight sit-up sit-up floor abmat rectus abdominis hip flexors obliques spine hip beginner home gym warmup-friendly,
v-up,V-Up,jackknife sit-up,core-flexion,bodyweight-reps,reps+rpe,calisthenics,floor,lying-supine,core-flexion,dynamic,bilateral,true,bodyweight,rectus abdominis|hip flexors,obliques,spine|hip,core,home|gym,false,false,true,reps_rpe,v-up jackknife sit-up core-flexion floor rectus abdominis hip flexors obliques spine hip core home gym,
wall-walk,Wall Walk,handstand wall walk,wall-walk,bodyweight-reps,reps+rpe,skill,wall|floor,inverted|supported,vertical-push|core-stability,dynamic,bilateral,true,bodyweight,shoulders|serratus|abs,triceps|front delts,shoulder|wrist|spine|scapula,crossfit|advanced|overhead,gym|home|crossfit-box,false,false,true,reps_rpe,wall walk handstand wall walk wall-walk wall floor shoulders serratus abs triceps front delts shoulder wrist spine scapula crossfit advanced overhead gym home crossfit-box,
rope-climb,Rope Climb,rope climb wrapping|basket rope climb,rope-climb,bodyweight-reps,reps+rpe,skill,climbing-rope,hanging,vertical-pull|climb,dynamic,bilateral,true,bodyweight,lats|biceps|forearms,mid back|abs|adductors,shoulder|elbow|scapula|wrist|hip,grip|gymnastics|climb,gym|crossfit-box|calisthenics-park,false,false,true,reps_rpe,rope climb rope climb wrapping basket rope climb rope-climb climbing-rope lats biceps forearms mid back abs adductors shoulder elbow scapula wrist hip grip gymnastics climb gym crossfit-box calisthenics-park,
